raman_shift,arithmetic_mean_discrete_interpolated,spline_mean_functional,robust_median_functional,wasserstein_exact_quantile_fallback,wasserstein_exact_quantile
545.0,0.003988554495438047,0.003961453687225925,0.003708730565876884,0.006697687293860968,0.006697687293860968
546.25,0.004016290236997768,0.0039683539432566065,0.003692851525638344,0.006468119177328059,0.006468119177328059
547.5,0.0037727848604255146,0.0038123494744632834,0.0035412688659899414,0.006059005948411461,0.006059005948411461
548.75,0.003744029282292937,0.003715142734716693,0.003411639998018687,0.006131165484451334,0.006131165484451334
550.0,0.0037048730683968104,0.0036620367904103006,0.003326803549747307,0.006122994494902974,0.006122994494902974
551.25,0.003476363029232121,0.0036262960995687194,0.0032976942463621996,0.005321933377023566,0.005321933377023566
552.5,0.003747578252431016,0.0037788908911365483,0.0034444765791615856,0.004832139897528429,0.004832139897528429
553.75,0.004109931192391647,0.0040857014870936716,0.0037290689828278333,0.005028084732366139,0.005028084732366139
555.0,0.004500936672325296,0.004368175933315013,0.0039908736950844985,0.004880547820574683,0.004880547820574683
556.25,0.004628572645267529,0.004476543206241638,0.004096202052218384,0.004653830394495965,0.004653830394495965
557.5,0.004644027793649815,0.0045375049343760855,0.004141232918127514,0.0054200272292029535,0.0054200272292029535
558.75,0.0045400512509990295,0.004510145561205268,0.004095780167494773,0.00640553793120337,0.00640553793120337
560.0,0.004276851765180222,0.004419315271598299,0.003991397694128237,0.006336274915256167,0.006336274915256167
561.25,0.004454188224169078,0.004464102000485286,0.0040118684277572906,0.005810798007058131,0.005810798007058131
